pert_iname	classes
diltiazem	membrane transport modulators|cytochrome p 450 cyp2c8 inhibitors|drugs causing inadvertant photosensitivity|cytochrome p 450 cyp3a5 inhibitors (moderate)|cytochrome p 450 cyp3a4 inhibitors (strong)|benzothiazepine derivatives|calcium regulating hormones and agents|antihypertensive agents indicated for hypertension|cytochrome p 450 cyp3a4 substrates|bradycardia causing agents|p glycoprotein inhibitors|p glycoprotein substrates|photosensitizing agents|benzazepines|cytochrome p 450 cyp2c19 substrates|cytochrome p 450 cyp2c8 inhibitors (moderate)|cytochrome p 450 cyp3a5 inhibitors|hypotensive agents|antiarrhythmic agents|calcium channel blockers|selective calcium channel blockers with direct cardiac effects|cardiovascular agents|cytochrome p 450 cyp3a7 substrates|qtc prolonging agents|cytochrome p 450 enzyme inhibitors|vasodilating agents|cytochrome p 450 cyp3a4 inhibitors|cytochrome p 450 cyp3a4 inhibitors (moderate)|calcium channel blockers (nondihydropyridine)|moderate risk qtc prolonging agents|cytochrome p 450 substrates|cytochrome p 450 cyp2c9 substrates|miscellaneous calcium channel blocking agents|vasoprotectives|cytochrome p 450 cyp3a inhibitors|heterocyclic compounds, fused ring|cytochrome p 450 cyp2d6 substrates|cytochrome p 450 cyp3a7 inhibitors (moderate)|cytochrome p 450 cyp3a7 inhibitors|cytochrome p 450 cyp3a7 inhibitors (strong)|cytochrome p 450 cyp3a substrates|cytochrome p 450 cyp3a5 substrates|antihypertensive agents|agents causing hyperkalemia|agents for treatment of hemorrhoids and anal fissures for topical use|cytochrome p 450 cyp2c8 substrates
protriptyline	adrenergic uptake inhibitors|membrane transport modulators|psychoanaleptics|central nervous system agents|adrenergic agents|benzocycloheptenes|p glycoprotein inhibitors|serotonergic drugs shown to increase risk of serotonin syndrome|serotonin agents|serotonin modulators|agents that produce hypertension|central nervous system depressants|neurotransmitter agents|antidepressive agents|qtc prolonging agents|dibenzocycloheptenes|nervous system|agents that reduce seizure threshold|antidepressive agents, tricyclic|cytochrome p 450 substrates|non selective monoamine reuptake inhibitors|potential qtc prolonging agents|cytochrome p 450 cyp2d6 substrates|neurotoxic agents|combined inhibitors of serotonin/norepinephrine reuptake|neurotransmitter uptake inhibitors|psychotropic drugs|narrow therapeutic index drugs
aminohippuric acid	diagnostic agents|benzoates|aminobenzoates|oat1/slc22a6 substrates|keto acids|oat3/slc22a8 inhibitors|oct2 inhibitors|oatp1b1/slco1b1 inhibitors|amides|laboratory chemicals|para aminobenzoates|indicators and reagents|oat1/slc22a6 inhibitors|tests for renal function and ureteral injuries|aminohippuric acids|hippurates|compounds used in a research, industrial, or household setting|benzamides and benzamide derivatives|acids, carbocyclic|benzene derivatives|oat3/slc22a8 substrates
pah	diagnostic agents|benzoates|aminobenzoates|oat1/slc22a6 substrates|keto acids|oat3/slc22a8 inhibitors|oct2 inhibitors|oatp1b1/slco1b1 inhibitors|amides|laboratory chemicals|para aminobenzoates|indicators and reagents|oat1/slc22a6 inhibitors|tests for renal function and ureteral injuries|aminohippuric acids|hippurates|compounds used in a research, industrial, or household setting|benzamides and benzamide derivatives|acids, carbocyclic|benzene derivatives|oat3/slc22a8 substrates
alfuzosin	urological agents|adrenergic agents|drugs used in benign prostatic hypertrophy|adrenergic alpha 1 receptor antagonists|cytochrome p 450 cyp3a4 substrates|adrenergic antagonists|neurotransmitter agents|qtc prolonging agents|prostatic hyperplasia|selective alfa 1 adrenergic blocking agents|urologicals|cytochrome p 450 substrates|potential qtc prolonging agents|heterocyclic compounds, fused ring|peripheral alpha 1 blockers|cytochrome p 450 cyp3a substrates|adrenergic alpha antagonists|genito urinary system and sex hormones
trimethadione	oxazolidine derivatives|central nervous system agents|oxazoles|cytochrome p 450 cyp3a4 substrates|bradycardia causing agents|anti epileptic agent|decreased central nervous system disorganized electrical activity|cytochrome p 450 cyp2c19 substrates|anticonvulsants|antiarrhythmic agents|central nervous system depressants|calcium channel blockers|qtc prolonging agents|nervous system|cytochrome p 450 substrates|cytochrome p 450 cyp2c9 substrates|potential qtc prolonging agents|cytochrome p 450 cyp3a substrates|agents causing hyperkalemia|cytochrome p 450 cyp2e1 substrates|cytochrome p 450 cyp2c8 substrates
minoxidil	antihypertensive agents|vasodilating agents|dermatologicals|pyrimidines|arteriolar vasodilation|arteriolar vasodilator|hypotensive agents|pyrimidine derivatives|direct vasodilators|piperidines|cardiovascular agents|arteriolar smooth muscle, agents acting on|misc. skin and mucous membrane agents|ugt1a1 substrates|antihypertensive agents indicated for hypertension
megestrol acetate	central nervous system stimulants|antineoplastic and immunomodulating agents|adrenal cortex hormones|central nervous system agents|antineoplastic agents|drugs that are mainly renally excreted|pregnadien derivatives|cytochrome p 450 cyp3a4 substrates|fused ring compounds|hormonal contraceptives for systemic use|p glycoprotein inhibitors|megestrol|progestogens and estrogens, sequential preparations|contraceptives, oral, synthetic|sex hormones and modulators of the genital system|hormones and related agents|antineoplastic agents, hormonal|hyperglycemia associated agents|pregnanes|appetite stimulants|progestins|contraceptives, oral|cytochrome p 450 substrates|contraceptive agents, female|combination contraceptives (with estrogen and derivatives)|cytochrome p 450 cyp3a substrates|progestin contraceptives|steroids|reproductive control agents|endocrine therapy|genito urinary system and sex hormones|pregnadienes
tioguanine	antineoplastic and immunomodulating agents|antimetabolites|myelosuppressive agents|purine analogues|antineoplastic agents|narrow therapeutic index drugs|thiopurine analogs|purines|immunosuppressive agents|noxae|toxic actions|heterocyclic compounds, fused ring
methylergometrine	ergot alkaloids and derivatives|cytochrome p 450 cyp3a substrates|cytochrome p 450 enzyme inhibitors|ergonovine|ergolines|cytochrome p 450 cyp3a4 inhibitors|heterocyclic compounds, fused ring|alkaloids|reproductive control agents|uterotonic agents|genito urinary system and sex hormones|agents that produce hypertension|cytochrome p 450 substrates|cytochrome p 450 cyp3a inhibitors|cytochrome p 450 cyp3a4 inhibitors (strength unknown)|cytochrome p 450 cyp3a4 substrates|dopamine antagonists
aztreonam	amides|monobactam antibacterial|antiinfectives for systemic use|antibacterials for systemic use|anti bacterial agents|heterocyclic compounds, fused ring|sulfur compounds|drugs that are mainly renally excreted|beta lactams|anti infective agents|monobactams|lactams
chlorzoxazone	oxazol, thiazine, and triazine derivatives|muscle relaxants|central nervous system agents|drugs that are mainly renally excreted|cytochrome p 450 cyp3a4 inhibitors (weak)|cytochrome p 450 cyp2a6 substrates|musculo skeletal system|cytochrome p 450 cyp3a4 substrates|muscle relaxants, centrally acting agents|cytochrome p 450 cyp2e1 inhibitors|central nervous system depressants|cytochrome p 450 enzyme inhibitors|cytochrome p 450 cyp3a4 inhibitors|cytochrome p 450 substrates|centrally mediated muscle relaxation|cytochrome p 450 cyp3a inhibitors|heterocyclic compounds, fused ring|cytochrome p 450 cyp2d6 substrates|cytochrome p 450 cyp3a substrates|peripheral nervous system agents|cytochrome p 450 cyp2e1 substrates|cytochrome p 450 cyp2e1 inhibitors (strength unknown)|cytochrome p 450 cyp1a2 substrates|benzoxazoles
aminoglutethimide	hormones, hormone substitutes, and hormone antagonists|hormone antagonists|antineoplastic and immunomodulating agents|estrogen antagonists|antineoplastic agents|cytochrome p 450 cyp3a4 inducers|cytochrome p 450 cyp2c19 inducers|antineoplastic agents, hormonal|steroid synthesis inhibitors|aromatase inhibitors|piperidines|enzyme inhibitors|cytochrome p 450 cyp3a inducers|cytochrome p 450 cyp2c19 inducers (strength unknown)|cytochrome p 450 cyp3a4 inducers (strength unknown)|cytochrome p 450 enzyme inducers|endocrine therapy|hormone antagonists and related agents|narrow therapeutic index drugs|piperidones
mefloquine	aminoquinolines|cytochrome p 450 cyp3a4 substrates|antiparasitic products, insecticides and repellents|p glycoprotein inhibitors|p glycoprotein substrates|cholinesterase inhibitors|cytochrome p 450 cyp2d6 inhibitors (weak)|quinolines|cytochrome p 450 cyp3a4 inhibitors (strength unknown)|antiparasitic agents|qtc prolonging agents|cytochrome p 450 cyp2d6 inhibitors|agents that reduce seizure threshold|cytochrome p 450 enzyme inhibitors|agents causing muscle toxicity|cytochrome p 450 cyp3a4 inhibitors|cytochrome p 450 substrates|anti infective agents|antimalarials|cytochrome p 450 cyp3a inhibitors|potential qtc prolonging agents|heterocyclic compounds, fused ring|cytochrome p 450 cyp3a substrates|antiprotozoals|methanolquinolines
sulfadiazine	antibacterials for systemic use|anti bacterial agents|sulfonamides and trimethoprim|drugs that are mainly renally excreted|sulfanilamides|amines|cytochrome p 450 cyp3a4 substrates|hypoglycemia associated agents|intermediate acting sulfonamides|sulfonamide antibacterial|sulfones|blood glucose lowering agents|cytochrome p 450 cyp2c9 inhibitors (strength unknown)|coccidiostats|antiparasitic agents|amides|cytochrome p 450 enzyme inhibitors|sulfonamides|cytochrome p 450 substrates|anti infective agents|gynecological antiinfectives and antiseptics|cytochrome p 450 cyp2c9 inhibitors|aniline compounds|cytochrome p 450 cyp3a substrates|methemoglobinemia associated agents|antiinfectives for systemic use|genito urinary system and sex hormones|sulfur compounds|antiprotozoals|cytochrome p 450 cyp2c8 substrates
tetrahydrobiopterin	various alimentary tract and metabolism products|dietary supplements|amines|phenylalanine hydroxylase activators|p glycoprotein inhibitors|supplements|pterins|pteridines|other miscellaneous therapeutic agents|nitric oxide synthase|enzymes and coenzymes|ethylamines|coenzymes|pigments, biological|heterocyclic compounds, fused ring|phenylalanine hydroxylase activator|biological factors|alimentary tract and metabolism|phenethylamines|breast cancer resistance protein inhibitors
vinorelbine	antineoplastic and immunomodulating agents|antineoplastic agents|cytochrome p 450 cyp3a4 substrates|cytochrome p 450 cyp2d6 inhibitors (weak)|indoles|indole alkaloids|vinca alkaloids|myelosuppressive agents|cytochrome p 450 cyp2d6 inhibitors|cytochrome p 450 enzyme inhibitors|antineoplastic agents, phytogenic|antimitotic agents|alkaloids|cytochrome p 450 substrates|tubulin modulators|cytochrome p 450 cyp3a4 substrates with a narrow therapeutic index|heterocyclic compounds, fused ring|immunosuppressive agents|cytochrome p 450 cyp3a substrates|neurotoxic agents|mitosis modulators|cardiotoxic antineoplastic agents|narrow therapeutic index drugs|secologanin tryptamine alkaloids
clozapine	agents producing tachycardia|drugs causing inadvertant photosensitivity|serotonin 5 ht1d receptor antagonists|central nervous system agents|serotonin receptor antagonists|tranquilizing agents|drugs that are mainly renally excreted|adrenergic alpha 1 receptor antagonists|cytochrome p 450 cyp2a6 substrates|diazepines, oxazepines, thiazepines and oxepines|psycholeptics|cytochrome p 450 cyp3a4 inducers|cytochrome p 450 cyp3a4 substrates|p glycoprotein substrates|adrenergic antagonists|cytochrome p 450 cyp1a2 inhibitors (strength unknown)|photosensitizing agents|cytochrome p 450 cyp2c19 substrates|histamine h1 antagonists|serotonin 5 ht1 receptor antagonists|anticholinergic agents|serotonin 5 ht1a receptor antagonists|hypotensive agents|antipsychotic agents|agents that produce hypertension|serotonin agents|cytochrome p 450 cyp2c19 inhibitors (weak)|central nervous system depressants|neurotransmitter agents|antidepressive agents|dibenzazepines|qtc prolonging agents|cytochrome p 450 cyp2d6 inhibitors|gaba antagonists|nervous system|agents that reduce seizure threshold|cytochrome p 450 enzyme inhibitors|hyperglycemia associated agents|cytochrome p 450 cyp3a4 inhibitors|cytochrome p 450 cyp2c19 inhibitors (strength unknown)|cytochrome p 450 cyp3a4 inhibitors (moderate)|moderate risk qtc prolonging agents|cytochrome p 450 substrates|gaba agents|cytochrome p 450 cyp2c9 substrates|serotonin 5 ht2 receptor antagonists|cytochrome p 450 cyp3a inducers|cytochrome p 450 cyp3a inhibitors|cytochrome p 450 cyp1a2 inhibitors|antipsychotic agents (second generation [atypical])|dopamine d2 receptor antagonists|heterocyclic compounds, fused ring|muscarinic antagonists|cytochrome p 450 cyp2d6 substrates|serotonin 5 ht2c receptor antagonists|cytochrome p 450 cyp2c19 inhibitors|cytochrome p 450 cyp3a substrates|adrenergic alpha antagonists|cytochrome p 450 cyp2d6 inhibitors (moderate)|cytochrome p 450 cyp3a4 inducers (strength unknown)|neurotoxic agents|cytochrome p 450 enzyme inducers|psychotropic drugs|serotonin 5 ht2a receptor antagonists|cytochrome p 450 cyp1a2 substrates|histamine antagonists|dopamine antagonists|ugt1a4 substrates|cytochrome p 450 cyp2c8 substrates
doxylamine	agents producing tachycardia|ethanolamine derivatives|central nervous system agents|histamine agents|anticholinergic agents|central nervous system depressants|antihistamines for systemic use|neurotransmitter agents|qtc prolonging agents|pyridines|gastrointestinal agents|histamine receptor antagonists|potential qtc prolonging agents|muscarinic antagonists|peripheral nervous system agents|antiemetics|autonomic agents|histamine antagonists|aminoalkyl ethers|histamine h1 antagonists
levonorgestrel	norsteroids|inhibit ovum fertilization|adrenal cortex hormones|contraceptives, postcoital|cytochrome p 450 cyp3a4 substrates|hormonal contraceptives for systemic use|fused ring compounds|progestogens and estrogens, sequential preparations|contraceptives, oral, synthetic|sex hormones and modulators of the genital system|norpregnenes|hyperglycemia associated agents|norpregnanes|progestins|contraceptives, oral|cytochrome p 450 substrates|contraceptive agents, female|combination contraceptives (with estrogen and derivatives)|cytochrome p 450 cyp3a substrates|cytochrome p 450 cyp3a5 substrates|progestin contraceptives|progestin containing intrauterine device|reproductive control agents|steroids|genito urinary system and sex hormones
norepinephrine	agents producing tachycardia|adrenergic agents|catechols|amines|norepinephrine, antagonists & inhibitors|adrenergic beta 2 receptor agonists|epinephrine and similars|oct2 substrates|vasoconstrictor agents|agents that produce hypertension|oct2 inhibitors|oct1 substrates|adrenergic alpha 1 receptor agonists|adrenergic alpha 2 receptor agonists|neurotransmitter agents|cardiovascular agents|comt substrates|cardiac stimulants excl. cardiac glycosides|sympathomimetics|phenols|alpha and beta adrenergic agonists|adrenergic agonists|adrenergic beta 1 receptor agonists|biogenic monoamines|cardiac therapy|adrenergic alpha agonists|adrenergic beta agonists|catecholamines|ethanolamines|peripheral nervous system agents|adrenergic and dopaminergic agents|biogenic amines|amino alcohols|adrenergic beta 3 receptor agonists|autonomic agents|benzene derivatives|alcohols
