pert_iname	classes
piperacetazine	Heterocyclic Compounds|Organic Chemicals|Sulfur Compounds|piperacetazine|Chemicals and Drugs Category|Heterocyclic Compounds, 3-Ring|Heterocyclic Compounds, Fused-Ring|Inorganic Chemicals|Phenothiazines
RWJ-21757	Ribonucleosides|Heterocyclic Compounds|Heterocyclic Compounds, 2-Ring|Purines|loxoribine|Nucleosides|Glycosides|Nucleic Acids, Nucleotides, and Nucleosides|Chemicals and Drugs Category|Purine Nucleosides|Heterocyclic Compounds, Fused-Ring|Carbohydrates
huperzine-a	Neuroprotective Agents|Cholinergic Agents|Pharmacologic Actions|Sesquiterpenes|Cholinesterase Inhibitors|Enzyme Inhibitors|Heterocyclic Compounds|Organic Chemicals|Neurotransmitter Agents|Physiological Effects of Drugs|Protective Agents|Molecular Mechanisms of Pharmacological Action|Hydrocarbons|huperzine A|Central Nervous System Agents|Chemicals and Drugs Category|Specialty Uses of Chemicals|Chemical Actions and Uses|Alkaloids|Terpenes|Therapeutic Uses
niacin	Niacin|Noxae|Antimetabolites|Pharmacologic Actions|Food|Nutrients|Nicotinic Acids|Phenomena and Processes Category|Acids, Heterocyclic|Heterocyclic Compounds|Physiological Effects of Drugs|Cardiovascular Agents|Molecular Mechanisms of Pharmacological Action|Physiological Phenomena|Hypolipidemic Agents|Pyridines|Vitamins|Vasodilator Agents|Vitamin B Complex|Toxic Actions|Chemicals and Drugs Category|Technology and Food and Beverages Category|Diet, Food, and Nutrition|Lipid Regulating Agents|Heterocyclic Compounds, 1-Ring|Chemical Actions and Uses|Micronutrients|Therapeutic Uses|Food and Beverages
edaravone	Neuroprotective Agents|Antioxidants|Pharmacologic Actions|Antirheumatic Agents|Edaravone|Anti-Inflammatory Agents|Pyrazoles|Analgesics|Heterocyclic Compounds|Anti-Inflammatory Agents, Non-Steroidal|Physiological Effects of Drugs|Azoles|Free Radical Scavengers|Protective Agents|Molecular Mechanisms of Pharmacological Action|Analgesics, Non-Narcotic|Antipyrine|Peripheral Nervous System Agents|Central Nervous System Agents|Pyrazolones|Chemicals and Drugs Category|Specialty Uses of Chemicals|Heterocyclic Compounds, 1-Ring|Sensory System Agents|Chemical Actions and Uses|Therapeutic Uses
oleoylethanolamide	Lipids|Oleic Acids|Cannabinoid Receptor Modulators|Anti-Infective Agents|N-oleoylethanolamine|Fatty Acids|Pharmacologic Actions|Fatty Acids, Unsaturated|Central Nervous System Depressants|Cannabinoid Receptor Agonists|Fatty Acids, Monounsaturated|Anti-Infective Agents, Local|Hormones|Organic Chemicals|Solvents|Ethanol|Neurotransmitter Agents|Physiological Effects of Drugs|Molecular Mechanisms of Pharmacological Action|Alcohols|Hormones, Hormone Substitutes, and Hormone Antagonists|Endocannabinoids|Central Nervous System Agents|Amino Alcohols|Chemicals and Drugs Category|Ethanolamines|Amines|Specialty Uses of Chemicals|Chemical Actions and Uses|Therapeutic Uses
mestanolone	Hormones|Pharmacologic Actions|Gonadal Steroid Hormones|Polycyclic Compounds|Steroids|Androstanes|Androstanols|Testosterone Congeners|Physiological Effects of Drugs|Chemicals and Drugs Category|Anabolic Agents|Fused-Ring Compounds|Gonadal Hormones|Chemical Actions and Uses|mestanolone|Hormones, Hormone Substitutes, and Hormone Antagonists
reversine	Heterocyclic Compounds|Heterocyclic Compounds, 2-Ring|Purines|Oxazines|Chemicals and Drugs Category|2-(4-morpholinoanilino)-6-cyclohexylaminopurine|Heterocyclic Compounds, Fused-Ring|Heterocyclic Compounds, 1-Ring|Morpholines
targinine	Amino Acids, Essential|Pharmacologic Actions|Amino Acids, Diamino|Amino Acids, Basic|Amino Acids|Chemicals and Drugs Category|Amino Acids, Peptides, and Proteins|Arginine|Molecular Mechanisms of Pharmacological Action|omega-N-Methylarginine|Chemical Actions and Uses|Enzyme Inhibitors
wortmannin	Wortmannin|Hormone Antagonists|Steroids|Anti-Infective Agents|Immunosuppressive Agents|Androstenes|Pharmacologic Actions|Protein Kinase Inhibitors|Androstadienes|Enzyme Inhibitors|Antifungal Agents|Physiological Effects of Drugs|Molecular Mechanisms of Pharmacological Action|Immunologic Factors|Radiation-Sensitizing Agents|Hormones, Hormone Substitutes, and Hormone Antagonists|Polycyclic Compounds|Androstanes|Chemicals and Drugs Category|Fused-Ring Compounds|Insulin Antagonists|Chemical Actions and Uses|Therapeutic Uses
cephalotaxine	Heterocyclic Compounds|Heterocyclic Compounds, 2-Ring|Harringtonines|Benzazepines|Chemicals and Drugs Category|Molecular Mechanisms of Pharmacological Action|Protein Synthesis Inhibitors|Pharmacologic Actions|Antineoplastic Agents|Antineoplastic Agents, Phytogenic|Heterocyclic Compounds, Fused-Ring|Enzyme Inhibitors|Chemical Actions and Uses|Alkaloids|Therapeutic Uses|Homoharringtonine|Heterocyclic Compounds, 4 or More Rings
gabazine	Heterocyclic Compounds|Pharmacologic Actions|Neurotransmitter Agents|GABA Antagonists|Physiological Effects of Drugs|Chemicals and Drugs Category|Molecular Mechanisms of Pharmacological Action|Heterocyclic Compounds, 1-Ring|gabazine|Chemical Actions and Uses|GABA Agents|Pyridazines
HNHA	Polycyclic Aromatic Hydrocarbons|Pharmacologic Actions|Hydrocarbons, Cyclic|Hydroxylamines|Carboxylic Acids|Enzyme Inhibitors|Organic Chemicals|Hydroxy Acids|Molecular Mechanisms of Pharmacological Action|N-hydroxy-7-(2-naphthylthio)heptanamide|Hydrocarbons|Naphthalenes|Hydroxamic Acids|Polycyclic Compounds|Chemicals and Drugs Category|Amines|Histone Deacetylase Inhibitors|Chemical Actions and Uses|Hydrocarbons, Aromatic
iobenguane	Hydrocarbons, Halogenated|Iodobenzenes|3-Iodobenzylguanidine|Benzene Derivatives|Pharmacologic Actions|Hydrocarbons, Cyclic|Antineoplastic Agents|Enzyme Inhibitors|Organic Chemicals|Amidines|Molecular Mechanisms of Pharmacological Action|Hydrocarbons|Laboratory Chemicals|Diagnostic Uses of Chemicals|Radiopharmaceuticals|Hydrocarbons, Iodinated|Indicators and Reagents|Guanidines|Chemicals and Drugs Category|Specialty Uses of Chemicals|Chemical Actions and Uses|Hydrocarbons, Aromatic|Therapeutic Uses
JNJ-38877605	Heterocyclic Compounds|JNJ38877605|Chemicals and Drugs Category|Azoles|Heterocyclic Compounds, 1-Ring|Pyrazoles|Pyridazines
SQ-29548	Heterocyclic Compounds|Organic Chemicals|Fatty Acids|Lipids|Fatty Acids, Unsaturated|Heterocyclic Compounds, Bridged-Ring|Chemicals and Drugs Category|Hydrazines|Bridged Bicyclo Compounds, Heterocyclic|SQ 29548
osthol	Calcium-Regulating Hormones and Agents|Heterocyclic Compounds, Fused-Ring|Pyrans|Pharmacologic Actions|Adjuvants, Immunologic|Benzopyrans|Heterocyclic Compounds|Physiological Effects of Drugs|Cardiovascular Agents|Molecular Mechanisms of Pharmacological Action|Immunologic Factors|osthol|Heterocyclic Compounds, 2-Ring|Membrane Transport Modulators|Chemicals and Drugs Category|Heterocyclic Compounds, 1-Ring|Coumarins|Chemical Actions and Uses|Calcium Channel Blockers|Therapeutic Uses
anabasine	Heterocyclic Compounds|Toxic Actions|Insecticides|Anabasine|Chemicals and Drugs Category|Specialty Uses of Chemicals|Pesticides|Piperidines|Heterocyclic Compounds, 1-Ring|Chemical Actions and Uses|Alkaloids|Agrochemicals
ibuprofen	Ibuprofen|Phenylpropionates|Acids, Carbocyclic|Pharmacologic Actions|Antirheumatic Agents|Carboxylic Acids|Anti-Inflammatory Agents|Analgesics|Enzyme Inhibitors|Organic Chemicals|Cyclooxygenase Inhibitors|Anti-Inflammatory Agents, Non-Steroidal|Physiological Effects of Drugs|Molecular Mechanisms of Pharmacological Action|Analgesics, Non-Narcotic|Peripheral Nervous System Agents|Central Nervous System Agents|Chemicals and Drugs Category|Sensory System Agents|Chemical Actions and Uses|Therapeutic Uses
tretinoin	Macrocyclic Compounds|Pigments, Biological|Antioxidants|Dermatologic Agents|Pharmacologic Actions|Hydrocarbons, Acyclic|Food|Nutrients|Tretinoin|Cyclohexenes|Phenomena and Processes Category|Hydrocarbons, Alicyclic|Hydrocarbons, Cyclic|Vitamin A|Cyclohexanes|Antineoplastic Agents|Diterpenes|Organic Chemicals|Physiological Effects of Drugs|Alkenes|Protective Agents|Molecular Mechanisms of Pharmacological Action|Physiological Phenomena|Hydrocarbons|Biological Factors|Vitamins|Keratolytic Agents|Cycloparaffins|Polycyclic Compounds|Chemicals and Drugs Category|Carotenoids|Retinoids|Technology and Food and Beverages Category|Diet, Food, and Nutrition|Specialty Uses of Chemicals|Polyenes|Chemical Actions and Uses|Micronutrients|Terpenes|Therapeutic Uses|Food and Beverages
pifithrin-mu	Organic Chemicals|Sulfonamides|Sulfur Compounds|Sulfones|Chemicals and Drugs Category|Amides|Inorganic Chemicals|2-phenylacetylenesulfonamide
ZM-39923	Organic Chemicals|Amino Alcohols|Chemicals and Drugs Category|Amines|Alcohols|ZM39923
glycopyrrolate	Quaternary Ammonium Compounds|Adjuvants, Anesthesia|Inorganic Chemicals|Cholinergic Agents|Glycopyrrolate|Pharmacologic Actions|Nitrogen Compounds|Onium Compounds|Cholinergic Antagonists|Heterocyclic Compounds|Organic Chemicals|Muscarinic Antagonists|Neurotransmitter Agents|Pyrrolidines|Physiological Effects of Drugs|Molecular Mechanisms of Pharmacological Action|Central Nervous System Agents|Chemicals and Drugs Category|Amines|Ammonium Compounds|Heterocyclic Compounds, 1-Ring|Chemical Actions and Uses|Therapeutic Uses
enalapril	Peptides|Antihypertensive Agents|Angiotensin-Converting Enzyme Inhibitors|Enalapril|Dipeptides|Chemicals and Drugs Category|Protease Inhibitors|Cardiovascular Agents|Amino Acids, Peptides, and Proteins|Pharmacologic Actions|Molecular Mechanisms of Pharmacological Action|Chemical Actions and Uses|Therapeutic Uses|Oligopeptides|Enzyme Inhibitors
RS-39604	Heterocyclic Compounds|Chemicals and Drugs Category|Piperidines|Heterocyclic Compounds, 1-Ring
umbelliferone	Pyrans|Heterocyclic Compounds|Heterocyclic Compounds, 2-Ring|Umbelliferones|Chemicals and Drugs Category|7-hydroxycoumarin|Heterocyclic Compounds, Fused-Ring|Heterocyclic Compounds, 1-Ring|Coumarins|Benzopyrans
HMN-214	Organic Chemicals|Sulfonamides|Sulfur Compounds|Sulfones|Heterocyclic Oxides|Chemicals and Drugs Category|(E)-4-(2-(2-(N-acetyl-N-(4-methoxybenzenesulfonyl)amino)stilbazole)) 1-oxide|Amides|Heterocyclic Compounds, 1-Ring|Heterocyclic Compounds|Pyridines|Inorganic Chemicals|Cyclic N-Oxides
N6-cyclopentyladenosine	Nucleosides|Heterocyclic Compounds, Fused-Ring|Pharmacologic Actions|Glycosides|N(6)-cyclopentyladenosine|Purinergic P1 Receptor Agonists|Heterocyclic Compounds|Neurotransmitter Agents|Purinergic Agonists|Nucleic Acids, Nucleotides, and Nucleosides|Purinergic Agents|Physiological Effects of Drugs|Molecular Mechanisms of Pharmacological Action|Ribonucleosides|Heterocyclic Compounds, 2-Ring|Purines|Chemicals and Drugs Category|Purine Nucleosides|Carbohydrates|Chemical Actions and Uses
ST-638	Gases|Ions|Inorganic Chemicals|Acids, Carbocyclic|Platelet Aggregation Inhibitors|Pharmacologic Actions|Sulfur Compounds|Environmental Pollutants|Carboxylic Acids|Hematologic Agents|Electrolytes|Enzyme Inhibitors|Organic Chemicals|Acids, Noncarboxylic|Acids|Cinnamates|Neurotransmitter Agents|Physiological Effects of Drugs|Gasotransmitters|Molecular Mechanisms of Pharmacological Action|Hydrogen Sulfide|Toxic Actions|ST 638|Chemicals and Drugs Category|Anions|Chemical Actions and Uses|Therapeutic Uses|Sulfides|Air Pollutants
lamotrigine	Antipsychotic Agents|Calcium-Regulating Hormones and Agents|Psychotropic Drugs|Anticonvulsants|Pharmacologic Actions|Sodium Channel Blockers|Central Nervous System Depressants|Heterocyclic Compounds|Triazines|Physiological Effects of Drugs|Cardiovascular Agents|Molecular Mechanisms of Pharmacological Action|Lamotrigine|Membrane Transport Modulators|Central Nervous System Agents|Chemicals and Drugs Category|Tranquilizing Agents|Heterocyclic Compounds, 1-Ring|Chemical Actions and Uses|Calcium Channel Blockers|Therapeutic Uses
oxantel	Heterocyclic Compounds|Organic Chemicals|Pharmacologic Actions|Sulfur Compounds|Anti-Infective Agents|Anthelmintics|oxantel|Antiparasitic Agents|Chemicals and Drugs Category|Antinematodal Agents|Pyrimidines|Heterocyclic Compounds, 1-Ring|Thiophenes|Chemical Actions and Uses|Inorganic Chemicals|Therapeutic Uses
rhodomyrtoxin-b	Heterocyclic Compounds|Heterocyclic Compounds, 2-Ring|Benzofurans|Chemicals and Drugs Category|Heterocyclic Compounds, Fused-Ring
nobiletin	Heterocyclic Compounds, Fused-Ring|Antioxidants|Pyrans|Pharmacologic Actions|Flavones|Benzopyrans|Heterocyclic Compounds|Physiological Effects of Drugs|Protective Agents|Molecular Mechanisms of Pharmacological Action|nobiletin|Heterocyclic Compounds, 2-Ring|Flavonoids|Chemicals and Drugs Category|Specialty Uses of Chemicals|Chromones|Heterocyclic Compounds, 1-Ring|Chemical Actions and Uses
etomidate	Heterocyclic Compounds|Pharmacologic Actions|Anesthetics, General|Imidazoles|Anesthetics, Intravenous|Anesthetics|Central Nervous System Agents|Physiological Effects of Drugs|Chemicals and Drugs Category|Azoles|Hypnotics and Sedatives|Central Nervous System Depressants|Heterocyclic Compounds, 1-Ring|Chemical Actions and Uses|Etomidate|Therapeutic Uses
seneciphylline	Heterocyclic Compounds|Heterocyclic Compounds, 2-Ring|Pyrrolizidine Alkaloids|Chemicals and Drugs Category|seneciphylline|Heterocyclic Compounds, Fused-Ring|Alkaloids
praziquantel	Heterocyclic Compounds|Heterocyclic Compounds, 2-Ring|Praziquantel|Anthelmintics|Anti-Infective Agents|Antiparasitic Agents|Chemicals and Drugs Category|Pharmacologic Actions|Heterocyclic Compounds, Fused-Ring|Isoquinolines|Chemical Actions and Uses|Therapeutic Uses
guaifenesin	Organic Chemicals|Benzene Derivatives|Respiratory System Agents|Catechols|Phenols|Guaiacol|Phenyl Ethers|Hydrocarbons, Cyclic|Chemicals and Drugs Category|Guaifenesin|Pharmacologic Actions|Ethers|Chemical Actions and Uses|Hydrocarbons|Hydrocarbons, Aromatic|Therapeutic Uses|Expectorants|Methyl Ethers
obatoclax	Heterocyclic Compounds|Heterocyclic Compounds, 2-Ring|Indoles|obatoclax|Chemicals and Drugs Category|Pyrroles|Azoles|Pharmacologic Actions|Molecular Mechanisms of Pharmacological Action|Heterocyclic Compounds, Fused-Ring|Heterocyclic Compounds, 1-Ring|Chemical Actions and Uses|Enzyme Inhibitors
GW-9508	Organic Chemicals|Fatty Acids|Acids, Acyclic|Lipids|Carboxylic Acids|Methylamines|Chemicals and Drugs Category|GW9508|Amines|Fatty Acids, Volatile|Propionates
ibuprofen-(S)	Acids, Carbocyclic|Organic Chemicals|Chemicals and Drugs Category|Carboxylic Acids|Phenylpropionates
saracatinib	Heterocyclic Compounds|Heterocyclic Compounds, 2-Ring|Dioxoles|Chemicals and Drugs Category|Benzodioxoles|Molecular Mechanisms of Pharmacological Action|Pharmacologic Actions|Antineoplastic Agents|Heterocyclic Compounds, Fused-Ring|Heterocyclic Compounds, 1-Ring|Chemical Actions and Uses|Therapeutic Uses|saracatinib|Quinazolines|Enzyme Inhibitors
tebuthiuron	Organic Chemicals|Chemicals and Drugs Category|Urea|Methylurea Compounds|Amides
benidipine	Heterocyclic Compounds|Pharmacologic Actions|Vasodilator Agents|Membrane Transport Modulators|Calcium-Regulating Hormones and Agents|Dihydropyridines|Physiological Effects of Drugs|Chemicals and Drugs Category|Cardiovascular Agents|Molecular Mechanisms of Pharmacological Action|Heterocyclic Compounds, 1-Ring|Chemical Actions and Uses|Pyridines|Calcium Channel Blockers|Therapeutic Uses|benidipine
dihomo-gamma-linolenic-acid	Inflammation Mediators|Fatty Acids|Lipids|Fatty Acids, Unsaturated|8,11,14-Eicosatrienoic Acid|Chemicals and Drugs Category|Autacoids|Eicosanoids|Biological Factors
sinensetin	Pyrans|Heterocyclic Compounds|Heterocyclic Compounds, 2-Ring|Flavonoids|Chemicals and Drugs Category|sinensetin|Chromones|Heterocyclic Compounds, Fused-Ring|Heterocyclic Compounds, 1-Ring|Benzopyrans
staurosporine	Heterocyclic Compounds|Heterocyclic Compounds, 2-Ring|Indole Alkaloids|Indolizines|Carbazoles|Indolizidines|Chemicals and Drugs Category|Pharmacologic Actions|Heterocyclic Compounds, 3-Ring|Molecular Mechanisms of Pharmacological Action|Heterocyclic Compounds, Fused-Ring|Staurosporine|Chemical Actions and Uses|Alkaloids|Indoles|Enzyme Inhibitors
herniarin	Pyrans|Heterocyclic Compounds|Heterocyclic Compounds, 2-Ring|Umbelliferones|herniarin|Chemicals and Drugs Category|Heterocyclic Compounds, Fused-Ring|Heterocyclic Compounds, 1-Ring|Coumarins|Benzopyrans
metyrapone	Heterocyclic Compounds|Pharmacologic Actions|Toxic Actions|Noxae|Antimetabolites|Chemicals and Drugs Category|Metyrapone|Molecular Mechanisms of Pharmacological Action|Heterocyclic Compounds, 1-Ring|Chemical Actions and Uses|Pyridines|Enzyme Inhibitors
givinostat	Organic Chemicals|Acids, Acyclic|Carbamates|Chemicals and Drugs Category|Carboxylic Acids
yohimbine	Indolizines|Adrenergic Antagonists|Adrenergic alpha-2 Receptor Antagonists|Heterocyclic Compounds, Fused-Ring|Autonomic Agents|Adrenergic Agents|Pharmacologic Actions|Heterocyclic Compounds|Neurotransmitter Agents|Indolizidines|Physiological Effects of Drugs|Molecular Mechanisms of Pharmacological Action|Mydriatics|Peripheral Nervous System Agents|Heterocyclic Compounds, 2-Ring|Yohimbine|Indole Alkaloids|Indoles|Adrenergic alpha-Antagonists|Chemicals and Drugs Category|Urological Agents|Secologanin Tryptamine Alkaloids|Chemical Actions and Uses|Alkaloids|Therapeutic Uses
niflumic-acid	Aniline Compounds|Benzoates|Pharmacologic Actions|Benzene Derivatives|Acids, Carbocyclic|Food|Nutrients|Nicotinic Acids|Phenomena and Processes Category|Acids, Heterocyclic|Antirheumatic Agents|Hydrocarbons, Cyclic|Carboxylic Acids|Anti-Inflammatory Agents|Analgesics|Enzyme Inhibitors|Heterocyclic Compounds|Organic Chemicals|Niflumic Acid|Anti-Inflammatory Agents, Non-Steroidal|Cyclooxygenase Inhibitors|Physiological Effects of Drugs|Fenamates|Molecular Mechanisms of Pharmacological Action|Physiological Phenomena|Hydrocarbons|Pyridines|Analgesics, Non-Narcotic|Peripheral Nervous System Agents|Vitamins|Aminobenzoates|Vitamin B Complex|Central Nervous System Agents|Chemicals and Drugs Category|Technology and Food and Beverages Category|Diet, Food, and Nutrition|Amines|ortho-Aminobenzoates|Heterocyclic Compounds, 1-Ring|Sensory System Agents|Chemical Actions and Uses|Hydrocarbons, Aromatic|Micronutrients|Therapeutic Uses|Food and Beverages
PF-3845	Heterocyclic Compounds|PF 3845|Chemicals and Drugs Category|Piperidines|Heterocyclic Compounds, 1-Ring|Pyridines
diflunisal	Benzoates|Acids, Carbocyclic|Benzene Derivatives|Pharmacologic Actions|Antirheumatic Agents|Hydrocarbons, Cyclic|Carboxylic Acids|Anti-Inflammatory Agents|Analgesics|Enzyme Inhibitors|Organic Chemicals|Cyclooxygenase Inhibitors|Anti-Inflammatory Agents, Non-Steroidal|Physiological Effects of Drugs|Hydroxy Acids|Salicylates|Molecular Mechanisms of Pharmacological Action|Hydrocarbons|Analgesics, Non-Narcotic|Peripheral Nervous System Agents|Hydroxybenzoates|Phenols|Central Nervous System Agents|Diflunisal|Chemicals and Drugs Category|Sensory System Agents|Chemical Actions and Uses|Hydrocarbons, Aromatic|Therapeutic Uses
